Frame,Prediction,Confidence,FPS
852,crocodile,0.6165,0.76
853,crocodile,0.6415,0.69
854,crocodile,0.6418,0.67
855,crocodile,0.6008,0.73
856,crocodile,0.539,0.68
857,crocodile,0.6013,0.78
858,crocodile,0.5691,0.7
859,crocodile,0.6242,0.77
860,crocodile,0.6395,0.75
861,crocodile,0.6315,0.75
862,crocodile,0.6607,0.66
863,crocodile,0.5797,0.67
864,crocodile,0.5469,0.78
865,crocodile,0.5875,0.69
866,crocodile,0.6809,0.75
867,crocodile,0.7122,0.74
868,crocodile,0.6521,0.64
869,crocodile,0.6296,0.78
870,crocodile,0.6796,0.72
871,crocodile,0.6628,0.69
872,crocodile,0.6653,0.76
873,crocodile,0.6945,0.78
874,crocodile,0.6751,0.66
875,crocodile,0.6788,0.71
876,crocodile,0.6866,0.78
877,crocodile,0.7016,0.7
878,crocodile,0.703,0.8
879,crocodile,0.6695,0.76
880,crocodile,0.7087,0.66
881,crocodile,0.6771,0.78
882,crocodile,0.7192,0.75
883,crocodile,0.7124,0.76
884,crocodile,0.7078,0.67
885,crocodile,0.6604,0.68
886,crocodile,0.6699,0.77
887,crocodile,0.6433,0.68
888,crocodile,0.6481,0.75
889,crocodile,0.6423,0.77
890,crocodile,0.6411,0.7
891,crocodile,0.6472,0.79
892,crocodile,0.6035,0.73
893,crocodile,0.6166,0.69
894,crocodile,0.6191,0.81
895,crocodile,0.6207,0.72
896,crocodile,0.6422,0.72
897,crocodile,0.6508,0.68
898,crocodile,0.6137,0.77
899,crocodile,0.6296,0.77
900,crocodile,0.6529,0.68
901,crocodile,0.6079,0.78
902,crocodile,0.6833,0.79
903,crocodile,0.6094,0.72
904,crocodile,0.6187,0.67
905,non-crocodile,0.6157,0.68
906,non-crocodile,0.5813,0.82
907,crocodile,0.5488,0.7
908,non-crocodile,0.5038,0.76
909,non-crocodile,0.5528,0.77
910,non-crocodile,0.5012,0.68
911,crocodile,0.6189,0.79
912,crocodile,0.6294,0.75
913,crocodile,0.6207,0.75
914,crocodile,0.663,0.7
915,crocodile,0.5691,0.78
916,crocodile,0.5413,0.76
917,crocodile,0.5706,0.74
918,crocodile,0.5902,0.7
919,crocodile,0.5578,0.74
920,crocodile,0.5584,0.9
921,crocodile,0.554,0.77
922,non-crocodile,0.9671,0.9
923,non-crocodile,0.9895,0.8
924,non-crocodile,0.993,0.9
925,non-crocodile,0.9957,0.8
926,non-crocodile,0.9966,0.91
927,non-crocodile,0.9835,0.8
928,non-crocodile,0.9886,0.88
929,non-crocodile,0.992,0.79
930,non-crocodile,0.9789,0.92
931,non-crocodile,0.9909,0.73
932,non-crocodile,0.9717,0.9
933,non-crocodile,0.9913,0.82
934,non-crocodile,0.9546,0.73
935,non-crocodile,0.9921,0.84
936,non-crocodile,0.9902,0.86
937,non-crocodile,0.9815,0.85
938,non-crocodile,0.9795,0.73
939,non-crocodile,0.9856,0.81
940,non-crocodile,0.9843,0.87
941,non-crocodile,0.9881,0.86
942,non-crocodile,0.9953,0.72
943,non-crocodile,0.9919,0.82
944,non-crocodile,0.997,0.77
945,non-crocodile,0.9996,0.9
946,non-crocodile,0.9988,0.85
947,non-crocodile,0.9957,0.83
948,non-crocodile,0.9863,0.74
949,non-crocodile,0.9963,0.9
950,non-crocodile,0.9848,0.85
951,non-crocodile,0.9758,0.83
952,non-crocodile,0.9767,0.74
953,non-crocodile,0.7905,0.9
954,non-crocodile,0.878,0.87
955,non-crocodile,0.6995,0.84
956,crocodile,0.8373,0.71
957,crocodile,0.9128,0.88
958,crocodile,0.9477,0.88
959,crocodile,0.9891,0.77
960,crocodile,0.9888,0.74
961,crocodile,0.9977,0.91
962,crocodile,0.9865,0.89
963,crocodile,0.9817,0.76
964,crocodile,0.9133,0.76
965,crocodile,0.7588,0.87
966,non-crocodile,0.6038,0.85
967,non-crocodile,0.569,0.86
968,non-crocodile,0.5855,0.74
969,non-crocodile,0.6463,0.89
970,non-crocodile,0.8058,0.77
971,non-crocodile,0.7359,0.91
972,non-crocodile,0.6246,0.84
973,crocodile,0.682,0.84
974,crocodile,0.7698,0.82
975,crocodile,0.6819,0.92
976,crocodile,0.6768,0.87
977,crocodile,0.8492,0.73
978,crocodile,0.937,0.91
979,crocodile,0.9285,0.86
980,crocodile,0.9625,0.85
981,crocodile,0.9786,0.74
982,crocodile,0.9855,0.9
983,crocodile,0.9653,0.88
984,crocodile,0.9875,0.86
985,crocodile,0.9747,0.77
986,crocodile,0.9929,0.82
987,crocodile,0.986,0.77
988,crocodile,0.994,0.92
989,crocodile,0.9944,0.77
990,crocodile,0.9946,0.88
991,crocodile,0.9885,0.73
992,crocodile,0.9931,0.9
993,crocodile,0.9896,0.77
994,crocodile,0.9942,0.87
995,crocodile,0.9936,0.88
996,crocodile,0.9957,0.84
997,crocodile,0.9961,0.76
998,crocodile,0.9971,0.86
999,crocodile,0.9963,0.83
1000,crocodile,0.9967,0.75
1001,crocodile,0.9945,0.88
1002,crocodile,0.9963,0.78
1003,crocodile,0.997,0.75
1004,crocodile,0.9958,0.91
1005,crocodile,0.9953,0.76
1006,crocodile,0.9885,0.87
1007,crocodile,0.9927,0.77
1008,crocodile,0.9912,0.89
1009,crocodile,0.987,0.88
1010,crocodile,0.9897,0.72
1011,crocodile,0.9915,0.83
1012,crocodile,0.9961,0.83
1013,crocodile,0.9959,0.87
1014,crocodile,0.9954,0.69
1015,crocodile,0.996,0.88
1016,crocodile,0.9974,0.84
1017,crocodile,0.9965,0.85
1018,crocodile,0.9964,0.72
1019,crocodile,0.9955,0.8
1020,crocodile,0.9941,0.87
1021,crocodile,0.9914,0.77
1022,crocodile,0.9941,0.9
1023,crocodile,0.9942,0.87
1024,crocodile,0.9961,0.83
1025,crocodile,0.9967,0.75
1026,crocodile,0.996,0.88
1027,crocodile,0.9963,0.85
1028,crocodile,0.9966,0.86
1029,crocodile,0.9956,0.78
1030,crocodile,0.9945,0.88
1031,crocodile,0.9939,0.8
1032,crocodile,0.996,0.82
1033,crocodile,0.9967,0.77
1034,crocodile,0.9965,0.89
1035,crocodile,0.9967,0.82
1036,crocodile,0.9969,0.82
1037,crocodile,0.9958,0.79
1038,crocodile,0.9955,0.88
1039,crocodile,0.9962,0.82
1040,crocodile,0.9959,0.74
1041,crocodile,0.9966,0.78
1042,crocodile,0.9966,0.89
1043,crocodile,0.9959,0.7
1044,crocodile,0.9961,0.88
1045,crocodile,0.9973,0.78
1046,crocodile,0.9965,0.87
1047,crocodile,0.9972,0.82
1048,crocodile,0.994,0.86
1049,crocodile,0.9916,0.72
1050,crocodile,0.9926,0.87
1051,crocodile,0.9968,0.82
1052,crocodile,0.9968,0.86
1053,crocodile,0.9937,0.77
1054,crocodile,0.9951,0.87
1055,crocodile,0.9957,0.75
1056,crocodile,0.9943,0.76
1057,crocodile,0.994,0.92
1058,crocodile,0.9936,0.8
1059,crocodile,0.9931,0.9
1060,crocodile,0.9923,0.73
1061,crocodile,0.9925,0.88
1062,crocodile,0.9964,0.85
1063,crocodile,0.9943,0.76
1064,crocodile,0.9915,0.82
1065,crocodile,0.9888,0.87
1066,crocodile,0.989,0.8
1067,crocodile,0.9862,0.76
1068,crocodile,0.9845,0.89
1069,crocodile,0.9856,0.86
1070,crocodile,0.9851,0.84
1071,crocodile,0.9849,0.77
1072,crocodile,0.9876,0.86
1073,crocodile,0.983,0.85
1074,crocodile,0.9838,0.83
1075,crocodile,0.9851,0.77
1076,crocodile,0.9838,0.87
1077,crocodile,0.9814,0.76
1078,crocodile,0.9836,0.91
1079,crocodile,0.9854,0.76
1080,crocodile,0.9837,0.87
1081,crocodile,0.9825,0.78
1082,crocodile,0.9787,0.88
1083,crocodile,0.9804,0.77
1084,crocodile,0.9865,0.9
1085,crocodile,0.9832,0.87
1086,crocodile,0.984,0.83
1087,crocodile,0.9842,0.76
1088,crocodile,0.985,0.86
1089,crocodile,0.9852,0.84
1090,crocodile,0.9961,0.86
1091,crocodile,0.9937,0.78
1092,crocodile,0.96,0.94
1093,crocodile,0.9849,0.85
1094,crocodile,0.9843,0.79
1095,crocodile,0.9817,0.75
1096,crocodile,0.9992,0.9
1097,crocodile,0.9993,0.88
1098,crocodile,0.999,0.75
1099,crocodile,0.9989,0.88
1100,crocodile,0.999,0.81
1101,crocodile,0.9988,0.79
1102,crocodile,0.9987,0.75
1103,crocodile,0.9988,0.88
1104,crocodile,0.9989,0.8
1105,crocodile,0.9989,0.92
1106,crocodile,0.9989,0.74
1107,crocodile,0.9989,0.93
1108,crocodile,0.9989,0.8
1109,crocodile,0.999,0.89
1110,crocodile,0.9991,0.73
1111,crocodile,0.999,0.9
1112,crocodile,0.999,0.88
1113,crocodile,0.999,0.77
1114,crocodile,0.9989,0.74
1115,crocodile,0.999,0.89
1116,crocodile,0.9989,0.86
1117,crocodile,0.9989,0.83
1118,crocodile,0.9988,0.74
1119,crocodile,0.9988,0.88
1120,crocodile,0.9988,0.87
1121,crocodile,0.9988,0.76
1122,crocodile,0.9989,0.89
1123,crocodile,0.9989,0.84
1124,crocodile,0.9989,0.86
1125,crocodile,0.999,0.77
1126,crocodile,0.9989,0.85
1127,crocodile,0.9989,0.83
1128,crocodile,0.9989,0.84
1129,crocodile,0.9989,0.78
1130,crocodile,0.9988,0.87
1131,crocodile,0.9987,0.74
1132,crocodile,0.9987,0.91
1133,crocodile,0.9987,0.78
1134,crocodile,0.9987,0.75
1135,crocodile,0.9987,0.73
1136,crocodile,0.9987,0.91
1137,crocodile,0.9988,0.76
1138,crocodile,0.9988,0.92
1139,crocodile,0.9988,0.83
1140,crocodile,0.9989,0.78
1141,crocodile,0.9987,0.93
1142,crocodile,0.9987,0.86
1143,crocodile,0.9988,0.8
1144,crocodile,0.9988,0.78
1145,crocodile,0.9988,0.92
1146,crocodile,0.9988,0.84
1147,crocodile,0.9987,0.77
1148,crocodile,0.9987,0.86
1149,crocodile,0.9987,0.85
1150,crocodile,0.9988,0.76
1151,crocodile,0.9986,0.74
1152,crocodile,0.9987,0.79
1153,crocodile,0.9987,0.81
1154,crocodile,0.9987,0.85
1155,crocodile,0.9987,0.82
1156,crocodile,0.9989,0.75
1157,crocodile,0.999,0.9
1158,crocodile,0.999,0.85
1159,crocodile,0.999,0.83
1160,crocodile,0.999,0.72
1161,crocodile,0.9991,0.9
1162,crocodile,0.999,0.83
1163,crocodile,0.9991,0.74
1164,crocodile,0.999,0.86
1165,crocodile,0.9991,0.76
1166,crocodile,0.999,0.89
1167,crocodile,0.9989,0.89
1168,crocodile,0.9989,0.73
1169,crocodile,0.9988,0.88
1170,crocodile,0.9989,0.87
1171,crocodile,0.9991,0.82
1172,crocodile,0.9992,0.81
1173,crocodile,0.9992,0.89
1174,crocodile,0.9992,0.86
1175,crocodile,0.9992,0.79
1176,crocodile,0.9991,0.86
1177,crocodile,0.999,0.81
1178,crocodile,0.9989,0.81
1179,crocodile,0.9988,0.76
1180,crocodile,0.9988,0.92
1181,crocodile,0.9988,0.79
1182,crocodile,0.9988,0.82
1183,crocodile,0.9988,0.78
1184,crocodile,0.9988,0.88
1185,crocodile,0.9988,0.73
1186,crocodile,0.9989,0.83
1187,crocodile,0.9988,0.85
1188,crocodile,0.9989,0.73
1189,crocodile,0.999,0.85
1190,crocodile,0.999,0.78
1191,crocodile,0.999,0.88
1192,crocodile,0.999,0.87
1193,crocodile,0.999,0.85
1194,crocodile,0.999,0.76
1195,crocodile,0.999,0.86
1196,crocodile,0.999,0.81
1197,crocodile,0.9992,0.76
1198,crocodile,0.9991,0.88
1199,crocodile,0.9991,0.84
1200,crocodile,0.999,0.77
1201,crocodile,0.999,0.74
1202,crocodile,0.999,0.86
1203,crocodile,0.999,0.75
1204,crocodile,0.999,0.88
1205,crocodile,0.999,0.86
1206,crocodile,0.9991,0.76
1207,crocodile,0.9991,0.71
1208,crocodile,0.9992,0.89
1209,crocodile,0.9992,0.85
1210,crocodile,0.9991,0.81
1211,crocodile,0.9992,0.76
1212,crocodile,0.9992,0.9
1213,crocodile,0.9992,0.8
1214,crocodile,0.9992,0.89
1215,non-crocodile,0.738,0.75
1216,non-crocodile,0.6937,0.88
1217,non-crocodile,0.674,0.74
1218,non-crocodile,0.7842,0.9
1219,non-crocodile,0.6983,0.83
1220,non-crocodile,0.8088,0.77
1221,non-crocodile,0.8115,0.91
1222,non-crocodile,0.8717,0.9
1223,non-crocodile,0.9193,0.85
1224,non-crocodile,0.9341,0.79
1225,non-crocodile,0.8364,0.79
1226,non-crocodile,0.8662,0.89
1227,non-crocodile,0.8584,0.77
1228,non-crocodile,0.8738,0.85
1229,non-crocodile,0.8588,0.74
1230,non-crocodile,0.8574,0.91
1231,non-crocodile,0.8725,0.8
1232,non-crocodile,0.8705,0.83
1233,non-crocodile,0.8596,0.76
1234,non-crocodile,0.8674,0.9
1235,non-crocodile,0.8659,0.7
1236,non-crocodile,0.8656,0.9
1237,non-crocodile,0.8686,0.86
1238,non-crocodile,0.8697,0.77
1239,non-crocodile,0.8511,0.87
1240,non-crocodile,0.8537,0.79
1241,non-crocodile,0.854,0.77
1242,non-crocodile,0.8509,0.77
1243,non-crocodile,0.8513,0.87
1244,non-crocodile,0.8513,0.86
1245,non-crocodile,0.8328,0.86
1246,non-crocodile,0.8459,0.76
1247,non-crocodile,0.8527,0.87
1248,non-crocodile,0.8427,0.89
1249,non-crocodile,0.8726,0.84
1250,non-crocodile,0.8201,0.75
1251,non-crocodile,0.8452,0.85
1252,non-crocodile,0.8572,0.85
1253,non-crocodile,0.842,0.73
1254,non-crocodile,0.8478,0.89
1255,non-crocodile,0.8464,0.8
1256,non-crocodile,0.8316,0.78
1257,non-crocodile,0.8638,0.72
1258,non-crocodile,0.9732,0.92
1259,non-crocodile,0.9738,0.87
1260,non-crocodile,0.97,0.8
1261,non-crocodile,0.9747,0.76
1262,non-crocodile,0.9793,0.91
1263,non-crocodile,0.9816,0.86
1264,non-crocodile,0.9715,0.77
1265,non-crocodile,0.9697,0.75
1266,non-crocodile,0.975,0.81
1267,non-crocodile,0.9621,0.89
1268,non-crocodile,0.9657,0.75
1269,non-crocodile,0.9779,0.87
1270,non-crocodile,0.9802,0.75
1271,non-crocodile,0.9732,0.87
1272,non-crocodile,0.9788,0.85
1273,non-crocodile,0.9717,0.83
1274,non-crocodile,0.9881,0.78
1275,non-crocodile,0.9849,0.77
1276,non-crocodile,0.9807,0.86
1277,non-crocodile,0.9435,0.86
1278,non-crocodile,0.9774,0.87
1279,non-crocodile,0.9727,0.73
1280,non-crocodile,0.9668,0.88
1281,non-crocodile,0.9691,0.8
1282,non-crocodile,0.958,0.86
1283,non-crocodile,0.9641,0.75
1284,non-crocodile,0.9697,0.87
1285,non-crocodile,0.9755,0.77
1286,non-crocodile,0.9674,0.87
1287,non-crocodile,0.9534,0.74
1288,non-crocodile,0.9499,0.9
1289,non-crocodile,0.936,0.82
1290,non-crocodile,0.9576,0.82
1291,non-crocodile,0.9278,0.75
1292,non-crocodile,0.9351,0.78
1293,non-crocodile,0.966,0.86
1294,non-crocodile,0.9802,0.87
1295,non-crocodile,0.9928,0.84
1296,non-crocodile,0.9753,0.75
1297,non-crocodile,0.974,0.81
1298,non-crocodile,0.9635,0.77
1299,non-crocodile,0.9326,0.76
1300,non-crocodile,0.9447,0.88
1301,non-crocodile,0.9704,0.78
1302,non-crocodile,0.9529,0.85
1303,non-crocodile,0.9279,0.73
1304,non-crocodile,0.9323,0.85
1305,non-crocodile,0.9379,0.82
1306,non-crocodile,0.9387,0.78
1307,non-crocodile,0.9418,0.91
1308,non-crocodile,0.9112,0.76
1309,non-crocodile,0.9051,0.87
1310,non-crocodile,0.8876,0.73
1311,non-crocodile,0.8704,0.82
1312,non-crocodile,0.9025,0.76
1313,non-crocodile,0.9384,0.77
1314,non-crocodile,0.9493,0.87
1315,non-crocodile,0.906,0.89
1316,non-crocodile,0.9497,0.8
1317,non-crocodile,0.9422,0.84
1318,non-crocodile,0.9703,0.87
1319,non-crocodile,0.9637,0.74
1320,non-crocodile,0.9614,0.79
1321,non-crocodile,0.9707,0.91
1322,non-crocodile,0.9776,0.75
1323,non-crocodile,0.9601,0.88
1324,non-crocodile,0.9441,0.77
1325,non-crocodile,0.8299,0.88
1326,non-crocodile,0.8666,0.84
1327,non-crocodile,0.9302,0.87
1328,non-crocodile,0.8969,0.78
1329,non-crocodile,0.9192,0.87
1330,non-crocodile,0.7615,0.81
1331,non-crocodile,0.8831,0.89
1332,non-crocodile,0.8195,0.78
1333,non-crocodile,0.7133,0.75
1334,non-crocodile,0.7995,0.81
1335,non-crocodile,0.8504,0.84
1336,non-crocodile,0.8626,0.86
1337,non-crocodile,0.8321,0.71
1338,non-crocodile,0.9785,0.85
1339,non-crocodile,0.9792,0.74
1340,non-crocodile,0.8684,0.89
1341,non-crocodile,0.9551,0.83
1342,non-crocodile,0.9611,0.82
1343,non-crocodile,0.9394,0.77
1344,non-crocodile,0.9208,0.86
1345,non-crocodile,0.832,0.87
1346,non-crocodile,0.7595,0.74
1347,non-crocodile,0.8639,0.88
1348,non-crocodile,0.923,0.86
1349,non-crocodile,0.8601,0.83
1350,non-crocodile,0.9098,0.74
1351,non-crocodile,0.9944,0.83
1352,non-crocodile,0.9902,0.74
1353,non-crocodile,0.9982,0.84
1354,non-crocodile,0.9883,0.76
1355,non-crocodile,0.973,0.9
1356,non-crocodile,0.9841,0.86
1357,non-crocodile,0.9721,0.88
1358,non-crocodile,0.9638,0.75
1359,non-crocodile,0.9788,0.86
1360,non-crocodile,0.9843,0.88
1361,non-crocodile,0.9836,0.83
1362,non-crocodile,0.9421,0.75
1363,non-crocodile,0.9648,0.83
1364,non-crocodile,0.9392,0.82
1365,non-crocodile,0.67,0.76
1366,non-crocodile,0.9685,0.81
1367,non-crocodile,0.891,0.75
1368,non-crocodile,0.8879,0.87
1369,non-crocodile,0.8458,0.67
1370,non-crocodile,0.7688,0.88
1371,non-crocodile,0.8935,0.81
1372,non-crocodile,0.8094,0.88
1373,non-crocodile,0.8925,0.75
1374,non-crocodile,0.9582,0.75
1375,non-crocodile,0.9582,0.85
1376,non-crocodile,0.8991,0.76
1377,non-crocodile,0.8935,0.9
1378,non-crocodile,0.6652,0.85
1379,non-crocodile,0.5989,0.84
1380,non-crocodile,0.6311,0.8
1381,crocodile,0.5324,0.86
1382,crocodile,0.7898,0.86
1383,crocodile,0.7506,0.83
1384,non-crocodile,0.5113,0.79
1385,crocodile,0.6621,0.89
1386,crocodile,0.6236,0.85
1387,crocodile,0.522,0.74
1388,non-crocodile,0.524,0.82
1389,non-crocodile,0.612,0.84
1390,non-crocodile,0.5787,0.77
1391,non-crocodile,0.5779,0.88
1392,crocodile,0.8552,0.7
1393,crocodile,0.7334,0.88
1394,crocodile,0.7562,0.76
1395,crocodile,0.8404,0.92
1396,crocodile,0.6539,0.85
1397,crocodile,0.502,0.87
1398,crocodile,0.6904,0.71
1399,non-crocodile,0.6652,0.87
1400,non-crocodile,0.6315,0.81
1401,non-crocodile,0.7226,0.78
1402,non-crocodile,0.8231,0.77
1403,non-crocodile,0.7146,0.91
1404,non-crocodile,0.8867,0.82
1405,non-crocodile,0.8864,0.77
1406,non-crocodile,0.8065,0.76
1407,non-crocodile,0.7225,0.88
1408,non-crocodile,0.6533,0.77
1409,crocodile,0.638,0.9
1410,crocodile,0.7722,0.88
1411,crocodile,0.7832,0.75
1412,crocodile,0.8012,0.8
1413,crocodile,0.8479,0.89
1414,crocodile,0.8927,0.84
1415,crocodile,0.7427,0.77
1416,crocodile,0.8058,0.9
1417,crocodile,0.7519,0.81
1418,crocodile,0.9144,0.8
1419,crocodile,0.8433,0.74
1420,crocodile,0.9334,0.82
1421,crocodile,0.8188,0.82
1422,crocodile,0.7821,0.85
1423,crocodile,0.625,0.77
1424,crocodile,0.62,0.91
1425,non-crocodile,0.624,0.74
1426,crocodile,0.5802,0.91
1427,crocodile,0.7144,0.74
1428,crocodile,0.8544,0.88
1429,crocodile,0.7155,0.72
1430,crocodile,0.8226,0.91
1431,crocodile,0.7392,0.88
1432,crocodile,0.8211,0.84
1433,crocodile,0.8584,0.75
1434,crocodile,0.8537,0.88
1435,crocodile,0.8293,0.86
1436,crocodile,0.7182,0.74
1437,crocodile,0.5557,0.84
1438,crocodile,0.5103,0.8
1439,crocodile,0.5482,0.84
1440,crocodile,0.6092,0.76
1441,crocodile,0.702,0.9
1442,crocodile,0.7144,0.78
1443,crocodile,0.5413,0.91
1444,crocodile,0.7871,0.77
1445,crocodile,0.6465,0.87
1446,crocodile,0.8286,0.71
1447,crocodile,0.5661,0.9
1448,crocodile,0.7939,0.85
1449,crocodile,0.8409,0.82
1450,non-crocodile,0.8364,0.7
1451,non-crocodile,0.7568,0.8
1452,non-crocodile,0.82,0.82
1453,non-crocodile,0.9077,0.77
1454,non-crocodile,0.894,0.85
1455,non-crocodile,0.9246,0.77
1456,non-crocodile,0.923,0.89
1457,non-crocodile,0.9495,0.86
1458,non-crocodile,0.954,0.71
1459,non-crocodile,0.9214,0.87
1460,non-crocodile,0.9396,0.87
1461,non-crocodile,0.9623,0.84
1462,non-crocodile,0.9375,0.72
1463,non-crocodile,0.9485,0.86
1464,non-crocodile,0.9506,0.84
1465,non-crocodile,0.9785,0.76
1466,non-crocodile,0.9573,0.86
1467,non-crocodile,0.9523,0.73
1468,non-crocodile,0.9457,0.9
1469,non-crocodile,0.9579,0.8
1470,non-crocodile,0.9079,0.87
1471,non-crocodile,0.9665,0.75
1472,non-crocodile,0.9597,0.87
1473,non-crocodile,0.9622,0.69
1474,non-crocodile,0.9266,0.84
1475,non-crocodile,0.9066,0.85
1476,non-crocodile,0.8456,0.84
1477,non-crocodile,0.8739,0.75
1478,non-crocodile,0.775,0.88
1479,non-crocodile,0.8102,0.75
1480,non-crocodile,0.8143,0.87
1481,non-crocodile,0.9263,0.83
1482,non-crocodile,0.8477,0.87
1483,non-crocodile,0.8648,0.72
1484,non-crocodile,0.8188,0.8
1485,non-crocodile,0.8072,0.9
1486,non-crocodile,0.8563,0.87
1487,non-crocodile,0.9122,0.72
1488,non-crocodile,0.8677,0.89
1489,non-crocodile,0.9211,0.86
1490,non-crocodile,0.9766,0.84
1491,non-crocodile,0.9507,0.69
1492,non-crocodile,0.9499,0.9
1493,non-crocodile,0.9324,0.88
1494,non-crocodile,0.9457,0.84
1495,non-crocodile,0.9376,0.73
1496,non-crocodile,0.862,0.85
1497,non-crocodile,0.9483,0.77
1498,non-crocodile,0.9318,0.78
1499,non-crocodile,0.9793,0.84
1500,non-crocodile,0.9298,0.87
1501,non-crocodile,0.8815,0.85
1502,non-crocodile,0.8918,0.78
1503,non-crocodile,0.9643,0.9
1504,non-crocodile,0.9524,0.87
1505,non-crocodile,0.9691,0.84
1506,non-crocodile,0.9601,0.77
1507,non-crocodile,0.9581,0.76
1508,non-crocodile,0.9707,0.87
1509,non-crocodile,0.9707,0.86
1510,non-crocodile,0.99,0.85
1511,non-crocodile,0.986,0.77
1512,non-crocodile,0.9856,0.86
1513,non-crocodile,0.9771,0.85
1514,non-crocodile,0.9645,0.87
1515,non-crocodile,0.9828,0.75
1516,non-crocodile,0.9718,0.75
1517,non-crocodile,0.9858,0.89
1518,non-crocodile,0.9657,0.78
1519,non-crocodile,0.9649,0.87
1520,non-crocodile,0.9668,0.78
1521,non-crocodile,0.9862,0.8
1522,non-crocodile,0.9728,0.87
1523,non-crocodile,0.9871,0.88
1524,non-crocodile,0.9927,0.78
1525,non-crocodile,0.992,0.71
1526,non-crocodile,0.9735,0.85
1527,non-crocodile,0.9872,0.83
1528,non-crocodile,0.9925,0.72
1529,non-crocodile,0.9938,0.92
1530,non-crocodile,0.985,0.77
1531,non-crocodile,0.9865,0.88
1532,non-crocodile,0.975,0.73
1533,non-crocodile,0.9421,0.85
1534,non-crocodile,0.9449,0.82
1535,non-crocodile,0.9692,0.76
1536,non-crocodile,0.952,0.91
1537,non-crocodile,0.96,0.87
1538,non-crocodile,0.9382,0.8
1539,non-crocodile,0.9618,0.78
1540,non-crocodile,0.9561,0.92
1541,non-crocodile,0.9119,0.81
1542,non-crocodile,0.9422,0.78
1543,non-crocodile,0.8494,0.89
1544,non-crocodile,0.8289,0.89
1545,non-crocodile,0.9336,0.75
1546,non-crocodile,0.8788,0.85
1547,non-crocodile,0.9546,0.85
1548,non-crocodile,0.9329,0.75
1549,non-crocodile,0.8879,0.86
1550,non-crocodile,0.9198,0.77
1551,non-crocodile,0.9589,0.88
1552,non-crocodile,0.8924,0.75
1553,non-crocodile,0.8701,0.88
1554,non-crocodile,0.8641,0.86
1555,non-crocodile,0.8975,0.86
1556,non-crocodile,0.9201,0.76
1557,non-crocodile,0.908,0.89
1558,non-crocodile,0.9268,0.86
1559,non-crocodile,0.8868,0.86
1560,non-crocodile,0.8741,0.77
1561,non-crocodile,0.8773,0.89
1562,non-crocodile,0.9108,0.83
1563,non-crocodile,0.9052,0.84
1564,non-crocodile,0.8872,0.75
1565,non-crocodile,0.9047,0.78
1566,non-crocodile,0.849,0.81
1567,non-crocodile,0.8627,0.88
1568,non-crocodile,0.9099,0.85
1569,non-crocodile,0.934,0.78
1570,non-crocodile,0.924,0.73
1571,non-crocodile,0.9146,0.79
1572,non-crocodile,0.8778,0.83
1573,non-crocodile,0.8688,0.7
1574,non-crocodile,0.8739,0.7
1575,non-crocodile,0.7781,0.86
1576,non-crocodile,0.7847,0.78
1577,non-crocodile,0.8447,0.92
1578,non-crocodile,0.8711,0.82
1579,non-crocodile,0.8553,0.73
1580,non-crocodile,0.8346,0.81
1581,non-crocodile,0.9337,0.85
1582,non-crocodile,0.8965,0.73
1583,non-crocodile,0.967,0.88
1584,non-crocodile,0.9249,0.81
1585,non-crocodile,0.9138,0.88
1586,non-crocodile,0.8677,0.73
1587,non-crocodile,0.8465,0.85
1588,non-crocodile,0.7763,0.78
1589,non-crocodile,0.9669,0.91
1590,non-crocodile,0.9727,0.75
1591,non-crocodile,0.962,0.91
1592,non-crocodile,0.9721,0.75
1593,non-crocodile,0.9623,0.88
1594,non-crocodile,0.9212,0.85
1595,non-crocodile,0.8882,0.73
1596,non-crocodile,0.819,0.87
1597,non-crocodile,0.8261,0.86
1598,non-crocodile,0.684,0.88
1599,non-crocodile,0.748,0.75
1600,non-crocodile,0.7251,0.86
1601,non-crocodile,0.6619,0.83
1602,non-crocodile,0.5886,0.75
1603,non-crocodile,0.7657,0.84
1604,crocodile,0.6812,0.86
1605,non-crocodile,0.7016,0.75
1606,non-crocodile,0.5142,0.87
1607,non-crocodile,0.6156,0.76
1608,non-crocodile,0.7839,0.91
1609,non-crocodile,0.7139,0.78
1610,non-crocodile,0.8451,0.9
1611,non-crocodile,0.8834,0.68
1612,non-crocodile,0.8191,0.72
1613,non-crocodile,0.8289,0.88
1614,non-crocodile,0.7125,0.83
1615,non-crocodile,0.5955,0.77
1616,non-crocodile,0.655,0.77
1617,non-crocodile,0.6332,0.9
1618,non-crocodile,0.6175,0.86
1619,non-crocodile,0.6652,0.82
1620,non-crocodile,0.6593,0.73
1621,non-crocodile,0.5297,0.87
1622,non-crocodile,0.6319,0.91
1623,non-crocodile,0.8228,0.81
1624,non-crocodile,0.73,0.73
1625,non-crocodile,0.6561,0.89
1626,non-crocodile,0.7933,0.86
1627,non-crocodile,0.8532,0.85
1628,non-crocodile,0.745,0.76
1629,non-crocodile,0.9529,0.9
1630,non-crocodile,0.9712,0.74
1631,non-crocodile,0.9658,0.8
1632,non-crocodile,0.9572,0.76
1633,non-crocodile,0.9375,0.87
1634,non-crocodile,0.8507,0.76
1635,non-crocodile,0.9445,0.91
1636,non-crocodile,0.8686,0.82
1637,non-crocodile,0.8639,0.86
1638,non-crocodile,0.8577,0.78
1639,non-crocodile,0.904,0.9
